name,address,latitude,longitude,games,cabs,game_counts,source
コムテックタワー,愛知県名古屋市中村区名駅４−１０−２０,35.1694446,136.8859667,chunithm;ddr;gitadora;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;sdvx_vm,chunithm:5;ddr:1;gitadora:2;iidx:3;maimai_dx:2;ongeki:3;polaris_chord:4;popn:2;sdvx:5;taiko:3,allnet;eagate;ziv
サンシャイン,岩手県盛岡市大通２ー７ー２１ジュリアンビル１階,39.7031919,141.1454343,chunithm;iidx;maimai_dx;ongeki;other;popn,,,allnet;eagate;ziv
サービスエリアイン高岡,富山県高岡市石瀬８５７−１,36.7607712,137.0465972,chunithm;ddr;iidx;polaris_chord;sdvx,iidx_lm;sdvx_vm,,allnet;eagate
サープラ下通りあそびタウン,熊本県熊本市中央区手取本町４番１２号,32.8026613,130.7093307,chunithm;iidx;maimai_dx;ongeki;sdvx;taiko,iidx_lm;sdvx_vm,,allnet;eagate;ziv
サープラ下関長府あそびタウン,山口県下関市ゆめタウン１ー１,34.0302255,131.0129312,chunithm;ddr;sdvx,ddr_gold;sdvx_vm,,allnet;eagate
サープラ天文館あそびタウン,鹿児島県鹿児島市千日町５ー６,31.5892294,130.5557189,chunithm;iidx;maimai_dx;ongeki;other,iidx_lm,,allnet;eagate;ziv
サープラ山口あそびタウン,山口県山口市湯田温泉６ー８ー３,34.1646973,131.4517994,chunithm;drs;gitadora;iidx;maimai_dx;ongeki;other;sdvx,iidx_lm;sdvx_vm,,allnet;eagate;ziv
サープラ沼津あそびタウン,静岡県沼津市大手町１ー１ー５,35.1040524,138.8611071,chunithm;ddr;drs;gitadora;iidx;maimai_dx;ongeki;popn;sdvx,ddr_gold;iidx_lm;sdvx_vm,,allnet;eagate
サープラ焼津あそびタウン,静岡県焼津市八楠３-１８-５,34.8785023,138.3077720,iidx;maimai_dx;ongeki;sdvx,iidx_lm;sdvx_vm,,allnet;eagate
サープラ都城あそびタウン,宮崎県都城市上川東４−５９９７ー４,31.7489243,131.0789474,chunithm;iidx;other,,,allnet;eagate;ziv
サープラ隼人あそびタウン,鹿児島県霧島市隼人町見次４２７−１,31.7411825,130.7376746,chunithm;iidx;other,iidx_lm,,allnet;eagate;ziv
サープラＯＺ浜松あそびタウン,静岡県浜松市中央区宮竹町３２２−１,34.7222912,137.7654904,ddr;gitadora;iidx;maimai_dx;ongeki;sdvx,ddr_gold;iidx_lm;sdvx_vm,,allnet;eagate
ザ・インドアゲーム,大阪府大阪市旭区中宮5-6-19大阪工大正門前,34.7295402,135.5440250,chunithm;ddr;iidx;jubeat;maimai_dx;nostalgia;ongeki;polaris_chord;popn;project_diva;sdvx,ddr_gold;iidx_lm;sdvx_vm,,allnet;eagate
シルクハット伊勢佐木町,神奈川県横浜市中区伊勢佐木町３-９６日活会館３階,35.4426850,139.6300831,chunithm;iidx;maimai_dx;ongeki;other;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット八王子,東京都八王子市旭町２−５　八王子ツインタワービル３階,35.6564021,139.3384065,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;sdvx,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット大船,神奈川県鎌倉市大船１−２４　大船駅前ビル１〜３Ｆ,35.3532239,139.5325263,chunithm;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット川口,埼玉県川口市栄町３−１−１６イート川口ビル４Ｆ,35.8030675,139.7174452,chunithm;iidx;maimai_dx;ongeki;other;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット川崎ダイス,神奈川県川崎市川崎区駅前本町８番地ダイスビル地下２階,35.5314724,139.7003541,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット本厚木,神奈川県厚木市中町３−４−２２第二会田ビル２階,35.4400309,139.3630066,chunithm;gitadora;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット津田沼,千葉県習志野市津田沼１−２−１十三ビル地下１階,35.6903923,140.0222009,chunithm;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx;taiko,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
シルクハット海老名マルイ,神奈川県海老名市中央１ー６ー１海老名マルイ３階,35.4527279,139.3934008,chunithm;iidx;maimai_dx;sdvx,iidx_lm;sdvx_vm,,allnet;eagate
シルクハット秋葉原,東京都千代田区外神田１丁目１０番地９号,35.6987160,139.7710022,chunithm;ddr;gitadora;iidx;maimai_dx;ongeki;other;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:10;ddr:2;gitadora:1;iidx:15;maimai_dx:5;ongeki:4;popn:2;sdvx:11;taiko:5,allnet;eagate;ziv;otogesetchi
シルクハット蒲田西口,東京都大田区西蒲田７−２−３第二醍醐ビル地下１階〜２階,35.5630730,139.7159650,chunithm;ddr;gitadora;iidx;maimai_dx;ongeki;other;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:6;ddr:1;gitadora:1;iidx:7;maimai_dx:4;ongeki:4;popn:2;sdvx:6;taiko:3,allnet;eagate;ziv;otogesetchi
シーサイドリゾートアミューズメントパーク,栃木県宇都宮市睦町７−３,36.5632663,139.8603778,chunithm;gitadora;iidx;jubeat;maimai_dx;ongeki;other;polaris_chord;popn;project_diva;sdvx;taiko,iidx_lm;popn_pikapika;sdvx_vm,chunithm:2;gitadora:2;iidx:2;jubeat:1;maimai_dx:1;ongeki:1;polaris_chord:2;popn:1;project_diva:1;sdvx:1,allnet;eagate;ziv
ジョイジャングル宮古南店,宮古島市平良字久貝1072-11,24.7858399,125.2814398,iidx,,,eagate
ジョイジャングル石垣,沖縄県石垣市真栄里２３９−１８,24.3351754,124.1796341,chunithm;iidx;jubeat,,,allnet;eagate
ジョイジャングル美浜,沖縄県中頭郡北谷町美浜１５−６８,26.3172082,127.7571399,chunithm;ddr;gitadora;iidx;jubeat;nostalgia;pump_it_up;taiko,,,allnet;eagate;ziv
ジョイプラザ豊岡店,兵庫県豊岡市加広町７−３２コープデイズ豊岡内,35.5508414,134.8163318,chunithm;iidx;maimai_dx,iidx_lm,,allnet;eagate
ジョイランド敦賀店,敦賀市木崎40-土三田12USAアリーナ内,35.6447376,136.0430148,gitadora;iidx;sdvx,iidx_lm;sdvx_vm,,eagate
スクウェアワンサイスポ店,埼玉県所沢市南永井1116,35.8236537,139.5314124,chunithm;ddr;gitadora;iidx;jubeat;nostalgia;other;taiko,,chunithm:1;ddr:1;gitadora:2;iidx:1;jubeat:4;nostalgia:1;taiko:1,allnet;eagate;ziv
スタジオプリモ本八幡店,千葉県市川市八幡２−１５−１０パティオ５階,35.7213241,139.9275016,chunithm;iidx;jubeat;maimai_dx;nostalgia;ongeki;project_diva;sdvx;taiko,iidx_lm;sdvx_vm,,allnet;eagate
スポラ九品寺,熊本県熊本市中央区九品寺5丁目10-15,32.7904656,130.7148881,chunithm;drs;gitadora;iidx;jubeat;ongeki;other;popn,iidx_lm,,allnet;eagate;ziv
スポラ菊陽,熊本県菊池郡菊陽町津久礼駄飼代２６１７−２,32.8644516,130.8090616,chunithm;drs;gitadora;iidx;jubeat;maimai_dx;ongeki;other,,,allnet;eagate;ziv
スポーツウェーブ鉄腕24,千葉県千葉市中央区浜野町1025-59,35.5541062,140.1260538,chunithm;ddr;gitadora;iidx;maimai_dx;ongeki;other;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
スポーツウェーブ鉄腕24稲毛長沼店,千葉県千葉市稲毛区長沼原町697番地,35.6620233,140.1265534,chunithm;ddr;iidx;jubeat;maimai_dx;nostalgia;other;popn;sdvx;taiko,ddr_gold;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
スーパーウェーブ柏,千葉県柏市十余二２４９−５,35.8820708,139.9593512,chunithm;iidx;maimai_dx;ongeki;polaris_chord;sdvx;taiko,iidx_lm;sdvx_vm,,allnet;eagate
スーパーウェーブ静岡,静岡県静岡市清水区鳥坂８６０,35.0132017,138.4341497,chunithm;iidx;maimai_dx;ongeki;sdvx,iidx_lm;sdvx_vm,,allnet;eagate
スーパーヒーロー倉吉,倉吉市見日町633,35.4383329,133.8393183,ddr;gitadora;iidx;jubeat;popn,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm,,eagate;ziv
ソニックワールド伊万里店,佐賀県伊万里市二里町八谷搦１８９−３,33.2785889,129.8722284,chunithm;iidx;other;sdvx,iidx_lm;sdvx_vm,,allnet;eagate;ziv
ソニックワールド大村店,長崎県大村市古賀島町３８３−１,32.9273122,129.9395836,chunithm;iidx;maimai_dx;ongeki;other;sdvx,iidx_lm;sdvx_vm,,allnet;eagate;ziv
ソユーゲームフィールドいわき小名浜店,いわき市小名浜字辰巳町79イオンモールいわき小名浜3F,36.9465614,140.9056129,other;polaris_chord,,,eagate;ziv
ソユーゲームフィールド上大岡店,神奈川県横浜市港南区上大岡西１−１８−３　ミオカリスト館６階,35.4077804,139.5952989,chunithm;maimai_dx;ongeki;polaris_chord,,,allnet;eagate
ソユーゲームフィールド堺鉄砲町店,堺市堺区鉄砲町1イオンモール堺鉄砲町3F,34.5943108,135.4791565,jubeat,,,eagate
ソユーゲームフィールド旭川西店,旭川市緑町23-2161-3イオンモール旭川西3F,43.7942983,142.3255915,chunithm;maimai_dx;ongeki;other;popn,,,eagate;ziv
ソユーゲームフィールド旭川駅前店,北海道旭川市宮下通７−２−５ｲｵﾝﾓｰﾙ旭川駅前４F,43.7640056,142.3571151,chunithm;drs;groove_coaster;maimai_dx;ongeki;other;polaris_chord;taiko;wacca,,,allnet;eagate;ziv
ソユーゲームフィールド発寒,北海道札幌市西区発寒8条12丁目1　イオン札幌発寒SC3F,43.0964222,141.2764949,chunithm;drs;maimai_dx;ongeki;polaris_chord,,,allnet;eagate
ソユーゲームフィールド盛岡南,岩手県盛岡市本宮７−１−１イオンモール盛岡南２Ｆ,39.6835670,141.1286694,chunithm;maimai_dx;ongeki;polaris_chord;wacca,,,allnet;eagate;ziv
ソユーゲームフィールド菖蒲店,埼玉県久喜市菖蒲町菖蒲６００５番地１　モラージュ菖蒲３Ｆ,36.0756627,139.6098695,chunithm;maimai_dx;ongeki;polaris_chord;popn,popn_pikapika,,allnet;eagate
ソユーゲームフィールド長野店,長野県長野市三輪９−４３−２４イオンタウン長野三輪店,36.6695676,138.2072749,chunithm;jubeat;maimai_dx;ongeki,,,allnet;eagate
ソユースペースファンタジーインフィニ,青森県弘前市城東北３−１０−１さくら野百貨店弘前店４Ｆ,40.6066860,140.4958836,chunithm;iidx;jubeat;maimai_dx;ongeki;other;polaris_chord;popn;reflec,iidx_lm,,allnet;eagate;ziv
ソユートイズニューヨーク守谷店,守谷市百合ケ丘3-249-1イオンタウン守谷2F,35.9448689,139.9912010,chunithm;jubeat;maimai_dx;ongeki;polaris_chord;reflec,,,eagate
ソユーファミリーゲームフィールド花巻店,岩手県花巻市高木第１６地割６８−６　銀河モール１Ｆ,39.3864097,141.1359548,chunithm;gitadora;iidx;jubeat;maimai_dx;ongeki;other;popn;reflec,iidx_lm,,allnet;eagate;ziv
ソユーファミリーゲームフィールド防府店,山口県防府市鐘紡町７−１イオンタウン防府1F,34.0483850,131.5902076,chunithm;maimai_dx;ongeki;other;polaris_chord,,,allnet;eagate;ziv
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井８５０ＡＭ棟１階,33.7878677,132.7148652,chunithm;maimai_dx;ongeki;other;polaris_chord,,,allnet;eagate;ziv
タイトーFステーションおやまゆうえん店,小山市喜沢1475-52ハーヴェストウォーク内,36.3346780,139.8077850,gitadora;iidx;popn,,,eagate
タイトーFステーションイオン新潟西店,新潟市西区小新南2-1-10イオン新潟西店3F,37.8683290,138.9948190,groove_coaster;iidx;other;taiko,,,eagate;ziv
タイトーFステーション南紀,新宮市佐野3-11-19スーパーセンターオオクワ1F,33.6721299,135.9704993,gitadora;groove_coaster;popn;taiko,,,eagate;ziv
タイトーFステーション向ヶ丘遊園店,神奈川県川崎市多摩区登戸2718-1,35.6164678,139.5650747,chunithm;gitadora;iidx;maimai_dx;ongeki;polaris_chord;popn;sdvx,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーFステーション郡山アティ店,郡山市駅前1-16-7郡山アティ7F,37.3969187,140.3875023,groove_coaster;iidx;jubeat;museca;reflec;taiko,,,eagate;ziv
タイトーステーション 上野アメ横店,東京都台東区上野４−１０−１７,35.7105338,139.7744242,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;other;popn;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm,,allnet;eagate;ziv
タイトーステーション 仙台クリスロード店,宮城県仙台市青葉区中央２−３−２５,38.2610006,140.8756067,chunithm;ddr;drs;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;project_diva;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:2;ddr:2;drs:1;gitadora:2;iidx:3;jubeat:2;maimai_dx:2;nostalgia:2;ongeki:2;polaris_chord:4;popn:2;sdvx:3;taiko:1,allnet;eagate;ziv
タイトーステーション 千歳店,北海道千歳市北栄２−１２−５,42.8333942,141.6450539,chunithm;groove_coaster;iidx;maimai_dx;ongeki;other;polaris_chord;popn;project_diva;sdvx;taiko,sdvx_vm,,allnet;eagate;ziv
タイトーステーション 和光店,埼玉県和光市丸山台１−４−５,35.7866435,139.6138036,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;other;popn;project_diva,,,allnet;eagate;ziv
タイトーステーション 大宮店,埼玉県さいたま市大宮区大門町１−１,35.9074467,139.6255974,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;project_diva;reflec;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 小田原店,神奈川県小田原市栄町１−３−１２,35.2549374,139.1561373,chunithm;gitadora;groove_coaster;iidx;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;project_diva;taiko,popn_pikapika,,allnet;eagate;ziv
タイトーステーション 所沢店,埼玉県所沢市日吉町３−７,35.7880928,139.4723684,chunithm;ddr;gitadora;groove_coaster;iidx;jubeat;maimai_dx;ongeki;other;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 柏店,千葉県柏市柏２−３−１フーサワビル,35.8613823,139.9727044,chunithm;ddr;gitadora;groove_coaster;iidx;maimai_dx;ongeki;other;popn;project_diva;sdvx;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 池袋西口店,東京都豊島区西池袋１−１５−９第一西池ビル,35.7305503,139.7097415,chunithm;ddr;drs;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;reflec;sdvx,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 渋谷店,東京都渋谷区渋谷１−２４−１２渋谷東映プラザ,35.6598520,139.7019928,chunithm;ddr;gitadora;iidx;maimai_dx;other;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:3;ddr:1;gitadora:2;iidx:2;maimai_dx:1;popn:2;sdvx:3;taiko:4,allnet;eagate;ziv;otogesetchi
タイトーステーション 町田店,東京都町田市原町田６−２１−２３　松山ビル１階,35.5427132,139.4484861,chunithm;ddr;drs;gitadora;iidx;jubeat;maimai_dx;ongeki;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 盛岡マッハランド店,岩手県盛岡市上堂１−２−３８マッハランド内,39.7231654,141.1264518,chunithm;gitadora;groove_coaster;iidx;maimai_dx;nostalgia;other;popn;sdvx;taiko,iidx_lm;sdvx_vm,,allnet;eagate;ziv
タイトーステーション 秋葉原店,東京都千代田区外神田４−２−２貴三ビル,35.7002219,139.7717179,chunithm;ddr;drs;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:3;ddr:1;drs:1;gitadora:6;iidx:2;jubeat:1;maimai_dx:1;nostalgia:1;ongeki:2;polaris_chord:2;popn:2;sdvx:2;taiko:4,allnet;eagate;ziv
タイトーステーション 船橋店,千葉県船橋市本町１−６−１,35.6998912,139.9859705,chunithm;gitadora;iidx;maimai_dx;nostalgia;ongeki;other;popn;taiko,iidx_lm;popn_pikapika,,allnet;eagate;ziv
タイトーステーション 藤沢店,神奈川県藤沢市南藤沢２１−１,35.3372817,139.4873362,chunithm;ddr;iidx;maimai_dx;ongeki;popn;taiko,iidx_lm;popn_pikapika,,allnet;eagate;ziv
タイトーステーション 金沢店,石川県金沢市片町２−１−７宇都宮片町ビル,36.5613365,136.6529997,chunithm;ddr;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;other;popn;taiko,,,allnet;eagate;ziv
タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５−１２,34.6633633,135.5031909,chunithm;iidx;maimai_dx;popn;sdvx;taiko,iidx_lm;sdvx_vm,,allnet;eagate;ziv
タイトーステーションイオンタウン水戸南店,東茨城郡茨城町長岡3480-101イオンタウン水戸南ショッピングC,36.3109170,140.4422070,iidx;other;popn;taiko,,,eagate;ziv
タイトーステーションイオンモール釧路昭和,釧路市昭和中央4-18-1イオンモール釧路昭和2F,43.0270250,144.3602010,ddr;iidx;jubeat,,,eagate;ziv
タイトーステーションパールシティ稲沢店,稲沢市井之口大坪町80-1パールシティ稲沢2F,35.2374440,136.8193550,gitadora;popn;sdvx;taiko,,,eagate;ziv
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須３−３０−３１,35.1594771,136.9054347,chunithm;crossbeats;dance_evo;ddr;drs;gitadora;groove_coaster;iidx;jubeat;maimai_dx;museca;nostalgia;ongeki;other;polaris_chord;popn;project_diva;reflec;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:5;crossbeats:1;ddr:1;drs:2;gitadora:2;groove_coaster:1;iidx:5;jubeat:2;maimai_dx:3;museca:1;nostalgia:1;ongeki:4;polaris_chord:2;popn:2;project_diva:1;reflec:1;sdvx:6;taiko:3,allnet;eagate;ziv
タイトーステーション仙台名掛丁店,宮城県仙台市青葉区中央１−７−１３,38.2619434,140.8792076,chunithm;gitadora;iidx;jubeat;maimai_dx;ongeki;other;polaris_chord;popn;taiko,gitadora_dm_arena;gitadora_gf_arena;popn_pikapika,chunithm:4;gitadora:2;iidx:2;jubeat:1;maimai_dx:1;taiko:1,allnet;eagate;ziv
タイトーステーション国分寺店,東京都国分寺市本町３−５−１１,35.7018475,139.4798890,chunithm;ddr;drs;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;popn;sdvx,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション大阪日本橋店,大阪府大阪市浪速区日本橋４−９−１４,34.6603931,135.5061456,chunithm;ddr;drs;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;sdvx;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション広島本通店,広島県広島市中区本通３−５せらかぐ本通ビル,34.3927984,132.4603900,chunithm;ddr;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;other;popn;taiko,gitadora_dm_arena;gitadora_gf_arena,chunithm:1;ddr:1;gitadora:4;groove_coaster:1;iidx:2;jubeat:3;maimai_dx:1;nostalgia:1;popn:2;taiko:2,allnet;eagate;ziv
タイトーステーション広島紙屋町店,広島県広島市中区紙屋町２−２−２１,34.3940539,132.4560508,chunithm;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;reflec;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika,chunithm:1;gitadora:2;groove_coaster:1;iidx:1;jubeat:3;maimai_dx:2;nostalgia:1;ongeki:1;polaris_chord:1;popn:2;reflec:2;taiko:1,allnet;eagate;ziv
タイトーステーション戸塚西口店,神奈川県横浜市戸塚区戸塚町４０２３,35.3995319,139.5318297,chunithm;gitadora;iidx;maimai_dx;ongeki;other;popn;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika,,allnet;eagate;ziv
タイトーステーション新宿東口店,東京都新宿区新宿３−２２−７　指田ビル,35.6932802,139.7015308,chunithm;ddr;groove_coaster;iidx;jubeat;maimai_dx;ongeki;other;popn;reflec;sdvx;taiko,iidx_lm;sdvx_vm,chunithm:4;ddr:1;groove_coaster:1;iidx:3;jubeat:2;maimai_dx:1;ongeki:1;popn:3;reflec:4;sdvx:1;taiko:4,allnet;eagate;ziv;otogesetchi
タイトーステーション新宿歌舞伎町店,東京都新宿区歌舞伎町１の２３の１,35.6940294,139.7008896,chunithm;maimai_dx;nostalgia;ongeki;polaris_chord;popn;sdvx,popn_pikapika;sdvx_vm,,allnet;eagate
タイトーステーション新浜松ザザシティ店,静岡県浜松市中央区鍛冶町１５サザンシティ西館２Ｆ,34.7049378,137.7293310,chunithm;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;popn;taiko,,,allnet;eagate;ziv
タイトーステーション札幌狸小路２丁目店,北海道札幌市中央区南３条西２丁目−１４,43.0573356,141.3554530,chunithm;groove_coaster;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx;taiko,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション横浜西口五番街店,神奈川県横浜市西区南幸１−１２ー９,35.4646858,139.6195818,chunithm;gitadora;groove_coaster;iidx;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;sdvx,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:6;gitadora:2;groove_coaster:2;iidx:7;maimai_dx:1;nostalgia:1;ongeki:3;polaris_chord:4;popn:3;sdvx:6,allnet;eagate;ziv
タイトーステーション池袋ロサ店,豊島区西池袋1-37-12ロサ会館1F,35.7324830,139.7093050,chunithm;gitadora;iidx;polaris_chord;popn;reflec;sdvx;taiko,,,eagate;ziv
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央１−１８−１　ビナウォーク６番館２Ｆ,35.4527589,139.3956832,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション溝の口,神奈川県川崎市高津区溝口１−１１−８ＯＫＫＡ６３４ビル３階,35.6002204,139.6124232,chunithm;ddr;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;project_diva;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:6;ddr:1;gitadora:2;iidx:6;jubeat:4;maimai_dx:2;nostalgia:2;ongeki:4;polaris_chord:1;popn:2;sdvx:4;taiko:4,allnet;eagate;ziv;otogesetchi
タイトーステーション福岡天神店,福岡県福岡市中央区天神２−６−３５サザンクロスビル,33.5896519,130.3973464,chunithm;groove_coaster;iidx;maimai_dx;ongeki;other;polaris_chord;popn;sdvx;taiko,iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション立川北口店,東京都立川市曙町２−４−５クリサス立川２・３Ｆ,35.6991102,139.4120958,chunithm;ddr;drs;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;project_diva;sdvx,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,,allnet;eagate;ziv
タイトーステーション豊田ＧＡＺＡ,愛知県豊田市喜多町１−１４０ＧＡＺＡ３階,35.0880302,137.1572653,chunithm;ddr;groove_coaster;iidx;maimai_dx;nostalgia;ongeki;other;popn;sdvx;taiko,iidx_lm,,allnet;eagate;ziv
タイトーステーション錦糸町楽天地店,東京都墨田区江東橋４−２７−１４楽天地ビルＢ１Ｆ,35.6964979,139.8158070,chunithm;ddr;gitadora;iidx;jubeat;maimai_dx;nostalgia;ongeki;polaris_chord;popn;sdvx,ddr_gold;iidx_lm;sdvx_vm,chunithm:2;ddr:1;gitadora:2;iidx:2;jubeat:1;maimai_dx:1;nostalgia:1;ongeki:2;popn:1;sdvx:2,allnet;eagate;ziv
タイトーステーション青森アムゼ店,青森市緑3-9-2アムゼ内,40.8079137,140.7533047,groove_coaster;other;popn;taiko,,,eagate;ziv
タイトー小田原シティーモール店,神奈川県小田原市前川１２０　フレスポ小田原シティーモール２Ｆ,35.2810794,139.1943117,chunithm;gitadora;iidx;jubeat;other;popn;taiko,popn_pikapika,,allnet;eagate;ziv
タイトー新宿南口ゲームワールド店,東京都新宿区新宿３−３５−８,35.6898660,139.7022542,chunithm;ddr;gitadora;groove_coaster;iidx;jubeat;maimai_dx;nostalgia;ongeki;other;polaris_chord;popn;sdvx;taiko,ddr_gold;gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:4;ddr:1;gitadora:2;groove_coaster:1;iidx:9;jubeat:2;maimai_dx:1;nostalgia:1;ongeki:5;polaris_chord:4;popn:4;sdvx:9;taiko:1,allnet;eagate;ziv;otogesetchi
タイトーＢＩＧＢＯＸ高田馬場店,東京都新宿区高田馬場１−３５−３　ＢＩＧＢＯＸ６Ｆ,35.7129463,139.7042567,chunithm;dance_evo;ddr;drs;gitadora;iidx;jubeat;maimai_dx;ongeki;other;polaris_chord;popn;reflec;sdvx;taiko,gitadora_dm_arena;gitadora_gf_arena;iidx_lm;popn_pikapika;sdvx_vm,chunithm:6;dance_evo:1;ddr:1;drs:1;gitadora:2;iidx:2;jubeat:1;maimai_dx:2;ongeki:2;polaris_chord:1;popn:1;reflec:6;sdvx:2;taiko:4,allnet;eagate;ziv;otogesetchi
タイトーＦステーションイオンモール富士宮,静岡県富士宮市浅間町１−８　イオンモール富士宮３Ｆ,35.2204706,138.6119827,chunithm;iidx;maimai_dx;ongeki;sdvx,iidx_lm;sdvx_vm,,allnet;eagate;ziv
